symbol,has_fireant_ohlcv,has_vnstock_ohlcv,in_vnstock_listing_snapshot,vnstock_organ_name,listing_evidence_status,activity_status,delisted_status,snapshot_date
IDC,True,True,True,Tổng Công ty IDICO - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
IDI,True,True,True,CTCP Đầu tư và Phát triển Đa Quốc Gia - IDI,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
IDJ,True,True,True,CTCP Đầu tư IDJ Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
IDP,True,True,True,CTCP Sữa Quốc tế Lof,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
IDV,True,True,True,CTCP Phát triển Hạ tầng Vĩnh Phúc,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
IFS,True,True,True,CTCP Thực phẩm Quốc tế,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
IJC,True,True,True,CTCP Phát triển Hạ tầng Kỹ thuật,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
ILA,True,True,True,CTCP ILA,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
ILB,True,True,True,CTCP ICD Tân Cảng - Long Bình,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
ILC,True,True,True,CTCP Hợp tác Lao động với nước ngoài,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
ILS,True,True,True,CTCP Đầu tư Thương mại và Dịch vụ Quốc tế,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
IME,True,True,True,CTCP Cơ khí và Xây lắp Công nghiệp,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
IMP,True,True,True,CTCP Dược phẩm Imexpharm,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
IN4,True,True,True,CTCP In Số 4,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
INC,True,True,True,CTCP Tư vấn Đầu tư IDICO,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
INN,True,True,True,CTCP Bao bì và In Nông nghiệp,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
IPA,True,True,True,CTCP Tập đoàn Đầu tư I.P.A,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
IRC,True,True,True,CTCP Cao su Công nghiệp,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
ISG,True,True,True,CTCP Vận tải biển và Hợp tác Lao động Quốc tế,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
ISH,True,True,True,CTCP Thủy điện Srok Phu Miêng IDICO,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
IST,True,True,True,CTCP ICD Tân Cảng Sóng Thần,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
ITA,True,True,True,CTCP Đầu tư và Công nghiệp Tân Tạo,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
ITC,True,True,True,CTCP Đầu tư và Kinh doanh Nhà,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
ITD,True,True,True,CTCP Công nghệ ITD,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
ITQ,True,True,True,CTCP Tập đoàn Thiên Quang,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
ITS,True,True,True,CTCP Đầu tư Thương mại và Dịch vụ - Vinacomin,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
IVS,True,True,True,CTCP Chứng khoán Guotai Haitong (Việt Nam),present_in_current_vnstock_listing,unknown,unverified,2026-08-09
JOS,True,True,True,CTCP Chế biến Thủy sản xuất khẩu Minh Hải,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
JVC,True,True,True,CTCP Đầu tư Y tế - Dược phẩm Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
KBC,True,True,True,Tổng Công ty Phát triển Đô thị Kinh Bắc - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
KCB,True,True,True,CTCP Khoáng sản và Luyện kim Cao Bằng - Vimico,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
KDC,True,True,True,CTCP Tập đoàn KIDO,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
KDH,True,True,True,CTCP Đầu tư và Kinh doanh Nhà Khang Điền,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
KDM,True,True,True,CTCP Tập Đoàn GCL,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
KGM,True,True,True,CTCP Xuất nhập khẩu Kiên Giang,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
KHD,True,True,True,CTCP Khai thác Chế biến Khoáng sản Hải Dương,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
KHG,True,True,True,CTCP Tập đoàn Khải Hoàn Land,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
KHP,True,True,True,CTCP Điện lực Khánh Hòa,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
KHS,True,True,True,CTCP Kiên Hùng,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
KHW,True,True,True,CTCP Cấp thoát nước Khánh Hòa,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
KHX,True,True,True,CTCP Phát hành sách Khánh Hòa,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
KIP,True,True,True,CTCP K.I.P Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
KKC,True,True,True,CTCP Tập Đoàn Thành Thái,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
KLB,True,True,True,Ngân hàng TMCP Kiên Long,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
KMR,True,True,True,CTCP Mirae,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
KMT,True,True,True,CTCP Kim khí Miền Trung,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
KOS,True,True,True,CTCP KOSY,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
KPF,True,True,True,CTCP Đầu tư tài sản Koji,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
KSB,True,True,True,CTCP Khoáng sản và Xây dựng Bình Dương,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
KSD,True,True,True,CTCP Đầu tư DNA,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
KSF,True,True,True,CTCP Tập đoàn Sunshine,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
KSQ,True,True,True,CTCP CNC Capital Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
KST,True,True,True,CTCP KASATI,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
KSV,True,True,True,Tổng Công ty Khoáng sản TKV - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
KTC,True,True,True,CTCP Thương mại Kiên Giang,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
KTL,True,True,True,CTCP Kim Khí Thăng Long,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
KTS,True,True,True,CTCP Đường Kon Tum,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
KTT,True,True,True,CTCP Tập đoàn Đầu tư KTT,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
KVC,True,True,True,CTCP Sản xuất Xuất nhập khẩu Inox Kim Vĩ,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
L10,True,True,True,CTCP Lilama 10,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
L12,True,True,True,CTCP Licogi 12,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
L14,True,True,True,CTCP Licogi 14,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
L18,True,True,True,CTCP Đầu tư và Xây dựng Số 18,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
L35,True,True,True,CTCP Cơ khí Lắp máy Lilama,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
L40,True,True,True,CTCP Đầu Tư và Xây dựng 40,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
L43,True,True,True,CTCP Lilama 45.3,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
L45,True,True,True,CTCP Lilama 45.1,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
L61,True,True,True,CTCP Lilama 69-1,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
L62,True,True,True,CTCP Lilama 69-2,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
L63,True,True,True,CTCP Lilama 69-3,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LAF,True,True,True,CTCP Chế biến hàng Xuất khẩu Long An,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LAI,True,True,True,CTCP Đầu Tư Xây dựng Long An IDICO,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LAS,True,True,True,CTCP Supe Phốt phát và Hóa chất Lâm Thao,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LAW,True,True,True,CTCP Cấp thoát nước Long An,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LBE,True,True,True,CTCP Thương mại và Dịch vụ LVA,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LBM,True,True,True,CTCP Khoáng sản và Vật liệu Xây dựng Lâm Đồng,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LCD,True,True,True,CTCP Lắp máy - Thí nghiệm Cơ điện,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LCG,True,True,True,CTCP Lizen,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LCM,True,True,True,CTCP Khai thác và Chế biến khoáng sản Lào Cai,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LDG,True,True,True,CTCP Đầu tư LDG,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LDP,True,True,True,CTCP Dược Lâm Đồng (Ladophar),present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LDW,True,True,True,CTCP Cấp thoát nước Lâm Đồng,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LEC,True,True,True,CTCP Bất động sản Điện lực Miền Trung,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LG9,True,True,True,CTCP Cơ giới và Xây lắp Số 9,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LGC,True,True,True,CTCP Đầu tư Cầu đường CII,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LGL,True,True,True,CTCP Đầu tư và Phát triển Đô thị Long Giang,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LHC,True,True,True,CTCP Đầu tư và Xây dựng Thủy lợi Lâm Đồng,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LHG,True,True,True,CTCP Long Hậu,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LIC,True,True,True,Tổng Công ty LICOGI - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LIG,True,True,True,CTCP Licogi 13,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LIX,True,True,True,CTCP Bột Giặt Lix,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LKW,True,True,True,CTCP Cấp nước Long Khánh,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LLM,True,True,True,Tổng Công ty Lắp máy Việt Nam - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LM3,True,True,True,CTCP Lilama 3,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LM7,True,True,True,CTCP Lilama 7,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LM8,True,True,True,CTCP Lilama 18,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LMC,True,True,True,CTCP LUMI Holdings,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LMH,True,True,True,CTCP Quốc Tế Holding,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LMI,True,True,True,CTCP Đầu tư Xây dựng Lắp máy IDICO,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LNC,True,True,True,CTCP Lệ Ninh,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LO5,True,True,True,CTCP Lilama 5,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LPB,True,True,True,Ngân hàng TMCP Lộc Phát Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LPT,True,True,True,CTCP Thương mại và Sản xuất Lập Phương Thành,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LQN,True,True,True,CTCP Licogi Quảng Ngãi,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LSG,True,True,True,CTCP Bất động sản Sài Gòn Vina,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LSS,True,True,True,CTCP Mía Đường Lam Sơn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LTC,True,True,True,CTCP Điện nhẹ Viễn Thông,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LTG,True,True,True,CTCP Tập đoàn Lộc Trời,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
LUT,True,True,True,CTCP Đầu tư Xây dựng Lương Tài,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
M10,True,True,True,Tổng Công ty May 10 - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MA1,True,True,True,CTCP Thiết bị,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MAC,True,True,True,CTCP Tập đoàn Macstar,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MAS,True,True,True,CTCP Dịch vụ Hàng không Sân bay Đà Nẵng,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MBB,True,True,True,Ngân hàng TMCP Quân đội,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MBG,True,True,True,CTCP Tập đoàn MBG,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MBN,True,True,True,CTCP Môi trường và Công trình đô thị Bắc Ninh,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MBS,True,True,True,CTCP Chứng khoán MB,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MBT,True,True,True,CTCP Bất động sản cho thuê Minh Bảo Tín,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MCC,True,True,True,CTCP Gạch ngói Cao cấp,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MCF,True,True,True,CTCP Xây lắp Cơ khí và Lương thực Thực phẩm,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MCG,True,True,True,CTCP Năng lượng và Bất động sản MCG,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MCH,True,True,True,CTCP Hàng tiêu dùng Masan,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MCM,True,True,True,CTCP Giống Bò sữa Mộc Châu,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MCO,True,True,True,CTCP Đầu tư và Xây dựng BDC Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MCP,True,True,True,CTCP In và Bao bì Mỹ Châu,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MDA,True,True,True,CTCP Môi trường Đô thị Đông Anh,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MDC,True,True,True,CTCP Than Mông Dương - Vinacomin,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MDF,True,True,True,CTCP Gỗ MDF VRG - Quảng Trị,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MDG,True,True,True,CTCP Miền Đông,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MEC,True,True,True,CTCP Cơ khí - Lắp máy Sông Đà,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MED,True,True,True,CTCP Dược Trung ương Mediplantex,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MEF,True,True,True,CTCP MEINFA,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MEL,True,True,True,CTCP Thép Mê Lin,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MES,True,True,True,CTCP Cơ điện Công trình,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MFS,True,True,True,CTCP Dịch vụ Kỹ thuật Mobifone,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MGC,True,True,True,CTCP Địa chất mỏ - TKV,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MGG,True,True,True,Tổng Công ty Đức Giang - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MGR,True,True,True,CTCP Tập đoàn MGROUP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MH3,True,True,True,CTCP Khu Công nghiệp Cao su Bình Long,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MHC,True,True,True,CTCP MHC,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MHL,True,True,True,CTCP Minh Hữu Liên,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MIC,True,True,True,CTCP Kỹ nghệ Khoáng sản Quảng Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MIE,True,True,True,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MIG,True,True,True,Tổng Công ty cổ phần Bảo hiểm Quân Đội,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MKP,True,True,True,CTCP Hoá - Dược phẩm Mekophar,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MKV,True,True,True,CTCP Dược thú Y Cai Lậy,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MLC,True,True,True,CTCP Môi trường Đô thị Tỉnh Lào Cai,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
